x1,x2,x2.1,x4,x5,x6,x7,x8,x9,x10,label
0.266074,-0.16562000000000002,0.32098000000000004,0.483299,0.17234000000000002,0.273364,0.371178,0.929823,0.251173,0.15934500000000001,A
0.13029200000000002,0.8707360000000001,-3.210528,0.06249299999999999,0.261718,1.4360600000000001,1.46594,0.636203,0.282354,0.515587,A
-0.116585,0.06991499999999999,0.068476,-0.783147,0.261718,0.439463,-0.081827,-0.888236,-0.12300499999999999,0.582939,A
0.031541,0.2976,-3.210528,-0.5835899999999999,-0.721442,-0.30798400000000004,0.710932,1.051693,0.594169,-0.533994,A
0.229043,0.807926,-0.052441999999999996,0.082634,0.261718,0.14879,0.6354310000000001,0.051062,0.032902,-0.08665199999999999,F
0.117948,-0.220579,-3.210528,-1.623238,0.261718,-0.349509,0.257927,-0.385979,-0.247731,-0.33131,A
0.389513,-0.220579,-3.210528,-2.624155,0.261718,-0.764757,0.484429,-0.59751,-0.37245700000000004,-0.810261,A
0.019197,-0.040001,0.288973,-0.042597,0.261718,-1.013906,0.069175,0.8907010000000001,0.095265,-0.8420139999999999,F
0.500607,0.140576,0.388552,-0.637358,0.261718,-0.681707,0.295677,0.9310459999999999,0.500624,-0.642297,H
-0.252367,0.06991499999999999,0.24629600000000001,0.52355,0.261718,-1.22153,0.899684,1.373076,0.62535,-1.40089,E
-0.042522000000000004,-2.395356,-3.210528,-1.128463,-0.721442,0.397939,0.257927,-1.167255,-0.060641999999999995,0.345537,A
-3.498799,-0.5660310000000001,0.139604,-5.440122,0.976743,-0.847807,-1.1765889999999999,-2.008078,0.438262,0.009512,I
0.043885,-0.17347100000000001,0.285416,-0.775121,0.17234000000000002,-0.391033,0.333428,-1.807711,-0.996086,-0.41085,F
0.15498,0.336855,0.068476,0.021525,0.261718,0.024215,0.031425,0.079292,0.31353600000000004,0.125675,A
0.29076199999999996,-0.189174,0.07914500000000001,-0.085921,0.976743,-1.470679,-0.9500860000000001,-0.273525,0.968347,-0.724959,I
0.14263599999999999,-0.24413200000000002,-3.206971,0.165524,0.887365,-2.093552,-0.8745850000000001,-2.69449,-3.3346970000000002,-1.399407,I
-0.00549,-0.322644,0.100483,-0.519439,0.261718,-0.30798400000000004,0.069175,-0.574114,0.282354,-0.182852,A
-0.301743,-0.314793,0.399221,0.77052,0.708609,0.564038,-1.32759,0.004193,0.7500760000000001,1.6490580000000001,Y
-0.091897,0.2976,0.07914500000000001,0.196496,0.261718,-0.183409,0.220177,0.305093,-0.278912,-0.163443,F
-0.091897,-0.220579,0.27474699999999996,0.567174,-0.185173,0.730137,0.031425,-0.396638,-0.403638,0.770625,A
-0.00549,0.478177,0.029355000000000003,-0.247644,0.17234000000000002,1.0623360000000002,0.333428,-0.670454,0.095265,0.9023760000000001,A
0.438888,0.19553399999999999,0.14315999999999998,-0.809435,0.261718,-1.1384809999999999,-0.232828,-0.087894,-0.278912,-0.8020149999999999,F
0.364825,-0.047852,-0.038216,0.327813,0.261718,0.439463,0.484429,-0.964306,-0.933723,0.232267,A
-0.054866,-0.220579,0.466793,-0.21696999999999997,0.17234000000000002,-0.9308559999999999,0.446679,0.634922,0.31353600000000004,-0.942674,D
0.29076199999999996,0.077766,0.11826500000000001,0.275805,0.261718,-0.432558,0.031425,0.676859,-0.091823,-0.293988,F
0.10560399999999999,-0.087108,0.367214,1.522618,0.261718,1.186911,0.6354310000000001,0.574967,0.656532,0.81758,A
-0.030177999999999996,0.022808000000000002,0.157386,-0.771451,0.261718,1.0623360000000002,0.182426,-1.21723,-0.185368,0.9815530000000001,H
-0.252367,-0.008597,-2.044028,0.342613,0.351096,-0.30798400000000004,0.220177,1.240469,2.090879,-0.295362,X
0.29076199999999996,-0.189174,0.07914500000000001,-0.085921,0.976743,-0.9308559999999999,-1.1010879999999998,0.49569399999999997,1.6855200000000001,-0.087857,I
0.25373,0.336855,0.086258,-0.9795709999999999,0.261718,-1.055431,0.144676,-0.626478,0.064084,-0.8962379999999999,G
0.46357600000000004,0.109171,0.22495700000000002,-1.411178,0.261718,0.06573999999999999,0.257927,0.468454,0.282354,0.050018,A
-0.215336,-0.142067,0.096927,-0.184417,0.261718,-1.2630549999999998,0.144676,-2.5797060000000003,-2.087438,-1.101669,E
-0.314087,0.164129,0.20006300000000002,0.132493,0.261718,-0.9308559999999999,0.144676,-0.8994780000000001,-0.746634,-0.8020149999999999,E
-0.128929,-0.134216,0.26407800000000003,0.430695,0.261718,-0.10036,0.182426,0.363824,-0.154186,-0.063434,F
0.24138600000000002,-0.157769,0.338762,-1.2039229999999999,0.261718,-0.058835000000000005,0.182426,1.066119,0.344717,-0.03555,A
-0.030177999999999996,-0.220579,0.24273899999999998,1.988271,0.17234000000000002,-0.22493400000000002,0.182426,1.346147,-0.091823,-0.173894,A
0.24138600000000002,-0.126364,0.41700299999999996,0.096091,0.17234000000000002,-0.515608,-2.724356,1.342012,0.812439,-2.0882490000000002,A
-0.252367,0.06991499999999999,0.24629600000000001,0.52355,0.261718,-0.8062819999999999,-0.044076,1.485336,1.093072,-0.588627,E
0.327793,-2.426761,0.008017,-0.54498,-0.006417,-0.432558,0.484429,0.070477,0.18880999999999998,-0.528713,A
0.15498,-0.330495,0.299642,-0.33363699999999996,0.08296100000000001,-0.723232,0.182426,0.536505,0.095265,-0.629,F
-0.26471100000000003,-0.275537,0.384996,1.343918,0.261718,0.356414,0.220177,-0.647699,-1.183175,0.323223,A
0.809204,-0.29123899999999997,0.036468,-0.399281,0.976743,-0.6401819999999999,-1.32759,-0.172274,1.03071,0.33488,I
0.031541,0.2976,-3.210528,-0.5835899999999999,-0.721442,0.397939,0.069175,0.092921,0.095265,0.437855,A
-0.277055,0.030659,0.44189799999999996,0.131866,0.17234000000000002,0.190314,0.069175,0.032986,-0.5283640000000001,0.255847,D
-0.215336,0.776522,0.5023569999999999,-1.289141,-0.721442,2.2942400000000003,0.24534299999999998,-0.5261779999999999,0.168022,2.058776,A
0.13029200000000002,-0.024299,0.24629600000000001,0.12100599999999999,0.08296100000000001,0.14879,0.408929,0.219723,-0.37245700000000004,0.026486000000000003,A
0.056228999999999994,0.533135,0.185837,0.8828010000000001,0.261718,0.10726500000000001,0.597681,0.792167,0.126447,-0.125915,A
-0.240024,-0.424709,0.089814,1.094532,0.261718,1.560634,0.144676,0.39355,0.344717,1.461673,A
-0.06721,-0.275537,0.253409,0.371526,-1.0789549999999999,1.311485,0.106925,-0.523926,0.001721,1.242933,A
0.15498,-0.38545300000000005,0.381439,0.314237,0.261718,0.14879,-0.044076,0.231431,-0.341275,0.284405,F
0.019197,0.038511000000000004,0.19295,0.323367,0.261718,0.231839,0.031425,0.313558,0.251173,0.319293,F
0.204355,-0.275537,0.360101,-0.278884,0.261718,0.024215,0.182426,-0.656668,-0.590727,0.041422,A
-0.00549,0.054213,0.32098000000000004,0.804804,0.17234000000000002,-0.10036,-0.42158,0.341225,1.498432,0.306551,X
-0.054866,0.179832,0.23918299999999998,-1.170087,0.261718,0.14879,0.446679,1.20787,0.687713,0.014165,E
-0.277055,0.038511000000000004,0.42056000000000004,3.9871519999999996,0.17234000000000002,-0.14188399999999998,-3.177361,1.8696840000000001,0.905984,0.221755,X
0.500607,0.140576,0.388552,-0.637358,0.261718,-2.716425,-1.063338,-0.899594,-3.4906040000000003,-1.9475060000000002,H
0.25373,-2.426761,0.352988,-0.05119,-0.095795,-0.557133,-0.232828,0.920134,-0.029461,-0.255255,A
-0.277055,-0.251983,-3.203415,1.9579259999999998,0.261718,2.308081,0.446679,1.9328419999999997,1.6855200000000001,2.0127610000000002,X
-3.4123919999999996,0.148427,0.438342,-1.0477809999999999,-3.22403,-0.183409,-0.38383,1.7177,-0.684271,0.170907,E
0.809204,-0.16562000000000002,0.025799000000000002,0.7121270000000001,0.887365,-1.055431,-1.554093,0.54299,1.623157,0.03754,I
0.364825,-0.149918,0.17161099999999999,0.042769999999999996,0.261718,-0.30798400000000004,0.106925,0.456805,-0.310094,-0.207975,F
0.09326,0.148427,0.17161099999999999,0.9707040000000001,0.17234000000000002,2.72333,-2.799857,-1.5150430000000001,-1.058449,0.044906,A
-0.770809,-0.11066199999999998,0.32809299999999997,0.26205,0.17234000000000002,0.314889,0.069175,-0.358759,0.46944300000000005,0.369913,D
0.006853,0.077766,0.342319,-0.12859,0.261718,-0.349509,-0.081827,0.319732,0.032902,-0.1402,F
-0.28939899999999996,0.09346900000000001,0.402778,-0.087353,-1.436467,0.231839,0.257927,0.522623,0.095265,0.218741,E
-2.215039,-0.29909,0.352988,0.05485399999999999,-1.704602,1.4360600000000001,0.55993,-0.744892,0.001721,1.078163,A
-0.00549,0.48602799999999996,0.11826500000000001,0.44656899999999994,0.261718,-0.14188399999999998,0.55993,0.293774,0.282354,-0.272301,G
0.031541,0.140576,0.399221,-0.817372,0.261718,-0.6401819999999999,0.446679,0.8023600000000001,0.7500760000000001,-0.679752,H
0.47591999999999995,-0.28338800000000003,0.107596,0.080127,0.976743,-1.22153,-1.25209,-0.5196350000000001,1.46725,-0.323945,I
0.14263599999999999,-1.916434,-0.023991,-0.504341,0.261718,0.480988,0.333428,0.8937879999999999,0.531806,0.373456,A
0.13029200000000002,-0.212727,0.32453699999999996,0.386474,0.261718,0.439463,0.144676,-0.650786,-0.154186,0.44525699999999996,F
-3.498799,0.48602799999999996,0.139604,-5.440122,-0.006417,0.14879,0.6354310000000001,0.038073,-2.430434,-0.090437,A
